Week,Port,Supplier,PO,Container,Vessel,QualityComment,Score,Defects
30,ANVERS,LAS BRISAS,10199,HLBU9544801,SANTA MARTA EXPRESS,"Claim due to Damaged boxes, tilted pallets.",3,
30,ANVERS,LAS BRISAS,10201,UACU4803121,SANTA MARTA EXPRESS,"Claim due to Damaged boxes, tilted pallets.",3,
30,ANVERS,LAS BRISAS,10200,HLXU8765277,SANTA MARTA EXPRESS,Direct customer - Report will be sent later on ,4,
30,ANVERS,ACON,10221,HLBU9364190,SANTA MARTA EXPRESS,Direct customer - Report will be sent later on ,4,
30,ANVERS,ACON,10222,HLBU6182273,SANTA MARTA EXPRESS,Direct customer - Report will be sent later on ,4,
30,ANVERS,LAS BRISAS,567109,BMOU9806616,SANTA MARTA EXPRESS,Direct customer - Report will be sent later on ,4,
30,ANVERS,LAS BRISAS,10204,TRIU8178120,SANTA MARTA EXPRESS,"Frequent presence of bruising, mold formation and occasional decay, we claim one pallet size 5/7",3,"Mould, Bruising, Decay"
30,ANVERS,ACON,10223,SEGU9351962,SANTA MARTA EXPRESS,"Frequent presence of mold formation, wet pduncles and translucency",3,"Translucency, Mould"
30,ANVERS,NORTENAS,10234,HLBU9386157,SANTA MARTA EXPRESS,"Frequent presence of signs of dehydration, pitting and bruising",3,"Dehydration/Pitting, Bruising"
30,ANVERS,LAS BRISAS,10197,UAEU1258530,SANTA MARTA EXPRESS,Good quality overall,4,
30,ANVERS,LAS BRISAS,10198,UAEU1258890,SANTA MARTA EXPRESS,Good quality overall,4,
30,ANVERS,NORTENAS,10235,HLBU9709590,SANTA MARTA EXPRESS,Good quality overall,4,
30,ANVERS,LAS BRISAS,10202,HLBU9838468,SANTA MARTA EXPRESS,Occasional presence of brusing and translucency,4,
30,ANVERS,LAS BRISAS,10205,SEGU9020373,SANTA MARTA EXPRESS,"Occasional presence of translucency, some pallets arrived titled",3,Translucency
30,ANVERS,NORTENAS,10236,HLBU9719453,SANTA MARTA EXPRESS,"Occasional presence of wet peduncles, bruising",4,
30,ANVERS,LAS BRISAS,10203,HLBU9805320,SANTA MARTA EXPRESS,One pallet claimed due to frequent presence of translucency,3,Translucency
30,ANVERS,LAS BRISAS,10207,HLBU9156318,SANTA MARTA EXPRESS K&N,Good quality overall,4,
30,ANVERS,LAS BRISAS,10208,TEMU9450278,SANTA MARTA EXPRESS K&N,Good quality overall,4,
30,ANVERS,LAS BRISAS,10209,HLBU9709711,SANTA MARTA EXPRESS K&N,Good quality overall,4,
30,ANVERS,PCC,10216,HLBU9698962,SANTA MARTA EXPRESS K&N,Good quality overall,4,
30,ANVERS,PCC,10215,HLBU9845960,SANTA MARTA EXPRESS K&N,Occasional presence of signs of dehydration and pitting,4,
31,ANVERS,LAS BRISAS,10243,HLBU9809752,CAPE ALTIUS,Direct customer - Report will be sent later on ,4,
31,ANVERS,LAS BRISAS,10245,SZLU6000823,CAPE ALTIUS,Direct customer - Report will be sent later on ,4,
31,ANVERS,ACON,10261,HLBU9815966,CAPE ALTIUS,Direct customer - Report will be sent later on ,4,
31,ANVERS,ACON,10262,SEGU9373093,CAPE ALTIUS,Direct customer - Report will be sent later on ,4,
31,ANVERS,ACON,10263,HLBU6081513,CAPE ALTIUS,Direct customer - Report will be sent later on ,4,
31,ANVERS,PARISMINA,10330,BEAU9726183,CAPE ALTIUS,"Frequent presence of mixed coloration on kolor pallets, occasional bruising and decay, claims to be expected",3,"Undercoloration, Bruising, Decay"
31,ANVERS,NORTENAS,10259,TCLU1323027,CAPE ALTIUS,Good quality overall,4,
31,ANVERS,NORTENAS,10260,HLBU9861489,CAPE ALTIUS,Good quality overall,4,
31,ANVERS,ACON,10264,HLBU9073661,CAPE ALTIUS,Occasional presence of brown leaves otherwise good quality overall,4,
31,ANVERS,LAS BRISAS,10247,HLBU9029041,CAPE ALTIUS,Occasional presence of light mold formation otherwise good quality overall,4,
31,ANVERS,LAS BRISAS,10244,CAAU4063433,CAPE ALTIUS,Occasional presence of light translucency and mixed coloration,4,
31,ANVERS,LAS BRISAS,10246,HLBU9687470,CAPE ALTIUS,"Occasional presence of undercoloration on kolor pallets, underweights noted",3,"Undercoloration, Underweights"
31,ANVERS,LAS BRISAS,10252,HLBU9562106,CAPE ALTIUS K&N,Direct customer - Report will be sent later on ,4,
31,ANVERS,LAS BRISAS,10251,GESU9535899,CAPE ALTIUS K&N,Frequent presence of mold formation on crownless pallets,3,Mould
31,ANVERS,PCC,10242,DAYU6719469,CAPE ALTIUS K&N,Good quality overall,4,
31,ANVERS,LAS BRISAS,10250,UAEU1268707,CAPE ALTIUS K&N,Good quality overall,4,
31,VLISSINGEN,LAS BRISAS,10255,TEMU9467835,CHIQUITA HARVESTER,Direct customer - Report will be sent later on ,4,
31,VLISSINGEN,LAS BRISAS,10253,SEKU9297336,CHIQUITA HARVESTER,Good quality overall,4,
31,VLISSINGEN,LAS BRISAS,10254,TEMU9635944,CHIQUITA HARVESTER,Good quality overall,4,
31,DUNKERQUE,VISA,10257,CGMU9387320,CMA CGM FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,VISA,10256,FBIU5129771,CMA CGM FORT FLEUR D'EPEE,"Occasional presence of bruisin, dacay and light mold formation",3,"Bruising, Decay"
31,DUNKERQUE,LAS BRISAS,567171,CXRU1071874,FORT FLEUR D'EPEE,Direct customer - Report will be sent later on ,4,
31,DUNKERQUE,LAS BRISAS,567174,TCLU1222422,FORT FLEUR D'EPEE,Direct customer - Report will be sent later on ,4,
31,DUNKERQUE,AGRO INDUSTRIAL,567176,CGMU5453717,FORT FLEUR D'EPEE,Direct customer - Report will be sent later on ,4,
31,DUNKERQUE,ACON,567181,CGMU5362181,FORT FLEUR D'EPEE,Direct customer - Report will be sent later on ,4,
31,DUNKERQUE,TDV,567184,TEMU9214713,FORT FLEUR D'EPEE,Direct customer - Report will be sent later on ,4,
31,DUNKERQUE,LAS BRISAS,567172,CXRU1358400,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,LAS BRISAS,567173,SZLU9501855,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,AGRO INDUSTRIAL,567175,CGMU5111490,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,ACON,567182,SEKU9295230,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,NORTENAS,567202,APRU5757098,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,NORTENAS,567203,CGMU5133040,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,NORTENAS,567204,TEMU9274646,FORT FLEUR D'EPEE,Good quality overall,4,
31,DUNKERQUE,AGRO INDUSTRIAL,567179,SEGU9156966,FORT FLEUR D'EPEE,Ocasional presence of bruising,4,
31,DUNKERQUE,LAS BRISAS,567170,BMOU9609237,FORT FLEUR D'EPEE,Occasional presence of brown leaves otherwise good quality overall,4,
31,DUNKERQUE,AGRO INDUSTRIAL,567178,TRIU8136450,FORT FLEUR D'EPEE,Occasional presence of pitting,4,
31,DUNKERQUE,TDV,567183,TTNU8427105,FORT FLEUR D'EPEE,"One pallet size 8 highly affected by overmaturity, the rest seems correct",3,Overmaturity
31,DUNKERQUE,AGRO INDUSTRIAL,567177,SEKU9266530,FORT FLEUR D'EPEE,We claim 3 pallets size 9 due to frequent bruising the rest seems correct,3,Bruising
31,DUNKERQUE,TDV,567185,CGMU5304734,FORT FLEUR D'EPEE,"We claim 5 pallets kolor due to evident presence of overmaturity and bruising, temp tag was not activated before departure ",2,"Overmaturity, Bruising"
31,DUNKERQUE,AGRO INDUSTRIAL,567180,CGMU9332246,FORT FLEUR D'EPEE,We claim one pallet size 9 kolor due to frequent presence of spongy fruits and bruising the rest seems correct overall,3,Bruising
31,ANVERS,AGRO INDUSTRIAL,10241,SEGU9001239,MSC NAMIBIA,"frequent presence of fruits affected by severe translucency, occasional mold and wet peduncles, claims to be expected",3,"Translucency, Mould"
31,ANVERS,AGRO INDUSTRIAL,10240,CRSU6124284,MSC NAMIBIA,"Frequent presence of severe translucency, wet peduncles mold formation, claims to be expected",3,"Translucency, Mould"
31,ANVERS,AGRO INDUSTRIAL,10239,MEDU9800706,MSC NAMIBIA,"Frequent presence of undercoloration on kolor pallets, occasional translucency, mold formation, claims to be expected",3,"Translucency, Mould, Undercoloration"
31,ANVERS,TDV,10237,TEMU9122941,MSC NAMIBIA,Good quality overall,4,
31,ANVERS,TDV,10238,CXRU1388637,MSC NAMIBIA,Good quality overall,4,
32,ANVERS,ACON,10298,UACU4789580,ACHELOOS,20% of inspected fruits affected by mold formation and isolated brown leaves,3,Mould
32,ANVERS,LAS BRISAS,10279,HLBU9377962,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,LAS BRISAS,10280,HLBU9155219,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,LAS BRISAS,10281,HLBU9719155,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,NORTENAS,10295,BEAU9725021,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,ACON,10300,HLBU9554013,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,ACON,10302,HLBU9536792,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,ACON,10303,HLBU9686200,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,LAS BRISAS,567341,HLBU9932540,ACHELOOS,Direct customer - Report will be sent later on ,4,
32,ANVERS,ACON,10301,HLBU9518823,ACHELOOS,Frequent presence of undercoloration on kolor boxes ,3,Undercoloration
32,ANVERS,LAS BRISAS,10282,HLBU9110322,ACHELOOS,Good quality overall,4,
32,ANVERS,LAS BRISAS,10283,HLBU9445394,ACHELOOS,Good quality overall,4,
32,ANVERS,NORTENAS,10294,HLBU9298884,ACHELOOS,Good quality overall,4,
32,ANVERS,ACON,10299,SEGU9115191,ACHELOOS,Isolated bruising and decya otherwise good quality in general,4,
32,ANVERS,LAS BRISAS,10276,HLBU9701496,ACHELOOS,Isolated presence of bruising,4,
32,ANVERS,LAS BRISAS,10278,HLBU9044426,ACHELOOS,Isolated presence of bruising and underweights noted,4,
32,ANVERS,NORTENAS,10293,HLBU9810239,ACHELOOS,Isolated presence of translucency,4,
32,ANVERS,SEBAS,10287,HLBU9672309,ACHELOOS,Occasinal presence of bruising and light translucency,4,
32,ANVERS,LAS BRISAS,10284,HLBU9755511,ACHELOOS,Occasional presence of wet peduncles and light translucency,4,
32,ANVERS,LAS BRISAS,10277,HLBU9324392,ACHELOOS,Occasional undercoloration on kolor noted,3,Undercoloration
32,ANVERS,LAS BRISAS,10286,HLBU6082762,ACHELOOS K&N,Direct customer - Report will be sent later on ,4,
32,ANVERS,PCC,10296,SEGU9380111,ACHELOOS K&N,Good quality overall,4,
32,ANVERS,LAS BRISAS,10285,HLBU6059696,ACHELOOS K&N,Occasional undercoloration and isolated bruising,3,"Undercoloration, Bruising"
32,DUNKERQUE,LAS BRISAS,567291,AMCU9328056,FORT SAINT CHARLES,Direct customer - Report will be sent later on ,4,
32,ANVERS,AGRO INDUSTRIAL,10290,SZLU9264584,MSC ANISHA,Occasional presence of translucency,4,
32,ANVERS,AGRO INDUSTRIAL,10291,MSDU9702287,MSC ANISHA,Occasional presence of translucency,4,
32,ANVERS,AGRO INDUSTRIAL,10292,OTPU6027627,MSC ANISHA,Occasional presence of translucency and isolated mold formation,4,
32,DUNKERQUE,LAS BRISAS,567252,CGMU9307860,SAMBHAR,25% of fruits inspected showing translucency we make reserves in case of claims,3,Translucency
32,DUNKERQUE,NORTENAS,567296,BMOU9768645,SAMBHAR,"30% of fruits inspected affected by severe translucency, we make reserves in case of claims",3,Translucency
32,DUNKERQUE,AGRO INDUSTRIAL,567275,TTNU8111837,SAMBHAR,30% of fruits inspected on kolor pallets affected by translucency and bruising we make reserve in case of claims,3,"Translucency, Bruising"
32,DUNKERQUE,ACON,567249,CGMU6598778,SAMBHAR,Direct customer - Report will be sent later on ,4,
32,DUNKERQUE,LAS BRISAS,567254,TTNU8704030,SAMBHAR,Direct customer - Report will be sent later on ,4,
32,DUNKERQUE,AGRO INDUSTRIAL,567271,TTNU8918644,SAMBHAR,Direct customer - Report will be sent later on ,4,
32,DUNKERQUE,NORTENAS,567293,TRIU8920440,SAMBHAR,Direct customer - Report will be sent later on ,4,
32,DUNKERQUE,AGRO INDUSTRIAL,567270,SZLU9018301,SAMBHAR,"Frequent presence of pitting and severe translucency on 4 pallets size 10, rest seems correct overall",3,"Translucency, Dehydration/Pitting"
32,DUNKERQUE,AGRO INDUSTRIAL,567272,CGMU9313009,SAMBHAR,"Frequent presence of severe translucency on 7/9 pallets, claims to be expected, the rest seems correct",3,Translucency
32,DUNKERQUE,LAS BRISAS,567251,CAIU5457096,SAMBHAR,Good quality overall,4,
32,DUNKERQUE,PCC,567278,TCLU1131770,SAMBHAR,Good quality overall,4,
32,DUNKERQUE,NORTENAS,567294,BMOU9645131,SAMBHAR,Good quality overall,4,
32,DUNKERQUE,TDV,567280,TTNU8226986,SAMBHAR,Occasional presence of low brix levels otherwise good quality overall,4,
32,DUNKERQUE,AGRO INDUSTRIAL,567274,CGMU5374069,SAMBHAR,Occasional presence of translucency and bruising,3,"Translucency, Bruising"
32,DUNKERQUE,AGRO INDUSTRIAL,567273,TRIU8516336,SAMBHAR,Occasional presence of translucency on crownless fruits and bruising on kolor,3,"Translucency, Bruising"
32,DUNKERQUE,TDV,567279,TRIU8763790,SAMBHAR,One pallet size 9 slightly affected by overmaturity otherwise good quality on the rest,4,
32,DUNKERQUE,NORTENAS,567295,CGMU5371537,SAMBHAR,Presence of long crowns otherwise good quality overall,4,
32,DUNKERQUE,ACON,567250,CGMU5402279,SAMBHAR,Some underweights noted otherwise good quality overall,4,
32,DUNKERQUE,VISA,567276,CGMU9394968,SAMBHAR,Some underweights noted otherwise good quality overall,4,
32,DUNKERQUE,LAS BRISAS,567253,CXRU1511150,SAMBHAR,"We claim 1 pallet size 5 kolor due to frequent presence of decay, and bruising and 2 size 8 due to bruising and pitting, rest seems correct",3,"Dehydration/Pitting, Bruising, Decay"
32,DUNKERQUE,LAS BRISAS,567285,TEMU9476143,SAMBHAR,"We claim 2 pallets size 7 and 1 size 6 colo2 due to frequent presence of severe translucency, bruising and pitting, we make reserve in case of any other claims",2,"Translucency, Dehydration/Pitting, Bruising"
33,ANVERS,NORTENAS,10327,TCLU1042626,CAPE SABLE,Direct customer - Report will be sent later on ,4,
33,ANVERS,ACON,10340,HLBU9764982,CAPE SABLE,Direct customer - Report will be sent later on ,4,
33,ANVERS,ACON,10341,HLBU9520991,CAPE SABLE,Direct customer - Report will be sent later on ,4,
33,ANVERS,AGRO INDUSTRIAL,567439,SEGU9017390,CAPE SABLE,Direct customer - Report will be sent later on ,4,
33,ANVERS,AGRO INDUSTRIAL,10326,HLBU9341337,CAPE SABLE,"Evident presence of signs of dehydration/pitting and fruits already turning on arrival no temp issues noted, we claim 2 pallets size 9 and 2 pallets size 10 and make reserve on the rest in case of claims",1,"Overmaturity, Dehydration/Pitting"
33,ANVERS,LAS BRISAS,10314,HLBU9661639,CAPE SABLE,Good quality in general,4,
33,ANVERS,NORTENAS,10329,HLBU9682272,CAPE SABLE,Good quality in general,4,
33,ANVERS,LAS BRISAS,10318,HLBU9221460,CAPE SABLE,Isolated presence of bruising otherwise good quality overall,4,
33,ANVERS,LAS BRISAS,567349,HLBU9029838,CAPE SABLE,Isolated presence of pitting otherwise good quality in general,4,
33,ANVERS,NORTENAS,10328,SZLU6009841,CAPE SABLE,Isolated presence of translucency otherwise good quality in general,4,
33,ANVERS,LAS BRISAS,10317,TCLU1323520,CAPE SABLE,"Occasional presence of brusing, translucency and mixed coloration ",3,"Translucency, Bruising"
33,ANVERS,SEBAS,10331,UACU4793928,CAPE SABLE K&N,Isolated mold formation and underweights noted,4,
33,ANVERS,LAS BRISAS,10362,HLBU9415173,CAPE SABLE K&N,Isolated presence of translucency and light mold ,4,
33,ANVERS,PCC,10336,HLBU9319312,CAPE SABLE K&N,Isolated translucency and underweights noted,4,
33,ANVERS,SEBAS,10332,UAEU1260809,CAPE SABLE K&N,Isolated translucency otherwise good quality in general,4,
33,ANVERS,PCC,10335,HLXU8798856,CAPE SABLE K&N,Isolated translucency otherwise good quality in general,4,
33,DUNKERQUE,ACON,567300,TRIU8108611,FORT SAINT CHARLES,Direct customer - Report will be sent later on ,4,
33,DUNKERQUE,LAS BRISAS,567328,APRU6122229,FORT SAINT CHARLES,Direct customer - Report will be sent later on ,4,
33,DUNKERQUE,VISA,567330,CGMU5381828,FORT SAINT CHARLES,Direct customer - Report will be sent later on ,4,
33,DUNKERQUE,AGRO INDUSTRIAL,567339,AMCU9416183,FORT SAINT CHARLES,Direct customer - Report will be sent later on ,4,
33,DUNKERQUE,LAS BRISAS,567329,CGMU5299509,FORT SAINT CHARLES,"Frequent presence of mold formation, wet peduncles, bruising and occasional decay,we make reserves in case of claims",3,"Mould, Bruising, Decay"
33,DUNKERQUE,VISA,567331,CGMU9349491,FORT SAINT CHARLES,Good quality overall,4,
33,DUNKERQUE,SEBAS,567332,TTNU8631464,FORT SAINT CHARLES,Good quality overall,4,
33,DUNKERQUE,AGRO INDUSTRIAL,567337,TTNU8620855,FORT SAINT CHARLES,Isolated light mold and translucency otherwise good quality overall,4,
33,DUNKERQUE,NORTENAS,567333,CGMU5237847,FORT SAINT CHARLES,"Isolated presence of bruising and decay, frequent presence of long crowns",4,
33,DUNKERQUE,TDV,567340,CXRU1002148,FORT SAINT CHARLES,Isolated presence of bruising otherwise good quality overall,4,
33,DUNKERQUE,NORTENAS,567335,TTNU8958138,FORT SAINT CHARLES,Isolated presence of pitting and translucency otherwise good quality,4,
33,DUNKERQUE,LAS BRISAS,567327,AMCU9397545,FORT SAINT CHARLES,Occasional presence of brown leaves on size 7 and 6,4,
33,DUNKERQUE,NORTENAS,567334,CGMU5178662,FORT SAINT CHARLES,Occasional presence of mold and bruising,4,
33,DUNKERQUE,AGRO INDUSTRIAL,567336,TRIU8125218,FORT SAINT CHARLES,Occasional presence of underweights good quality overall,4,
33,DUNKERQUE,AGRO INDUSTRIAL,567338,AMCU9310252,FORT SAINT CHARLES,"We claim 3 pallets size 7 and 2 size 6 kolor due to evident presence of translucency, bruising,signs of overmaturity and we make reserve in case of claims on 8 classic fruits already started turning on arrival",1,"Translucency, Overmaturity, Bruising"
33,ANVERS,AGRO INDUSTRIAL,10333,OTPU6025157,MSC VIDISHA R,"25% of fruits inspected affected by mold formation, wet peduncles and translucency, we make reserve in case of claims",3,"Translucency, Mould"
33,ANVERS,LAS BRISAS,10320,OTPU6378998,MSC VIDISHA R,Good quality overall,4,
33,ANVERS,LAS BRISAS,10321,MEDU9172934,MSC VIDISHA R,Good quality overall,4,
33,ANVERS,TDV,10334,TEMU9180845,MSC VIDISHA R,Good quality overall,4,
33,VLISSINGEN,LAS BRISAS,10323,SZLU9722558,OKEE GUSTAV,Direct customer - Report will be sent later on ,4,
33,VLISSINGEN,LAS BRISAS,10324,SEGU9629863,OKEE GUSTAV,Direct customer - Report will be sent later on ,4,
33,VLISSINGEN,LAS BRISAS,10322,SEGU9549599,OKEE GUSTAV,Good quality overall,4,
34,ANVERS,LAS BRISAS,10360,TTNU8407290,CAUCEDO EXPRESS,"Isolated signs of dehydration, light translucency",4,
34,ANVERS,LAS BRISAS,10357,TCLU1295521,CAUCEDO EXPRESS,Good quality overall,4,
34,ANVERS,LAS BRISAS,10359,HLBU9807765,CAUCEDO EXPRESS,Direct customer - Report will be sent later on ,4,
34,ANVERS,LAS BRISAS,10361,HLBU9078426,CAUCEDO EXPRESS,Isolated presence of mold formation and translucency,4,
34,ANVERS,SEBAS,10373,HLBU9656421,CAUCEDO EXPRESS,"One pallet size 9 with old aspect to be sold on commission, rest seems correct",3,Overmaturity
34,ANVERS,SEBAS,10374,GESU9532478,CAUCEDO EXPRESS,Good quality overall,4,
34,ANVERS,VISA,10384,HLBU9172387,CAUCEDO EXPRESS,Good quality overall,4,
34,ANVERS,ACON,10385,HLBU9414808,CAUCEDO EXPRESS,Direct customer - Report will be sent later on ,4,
34,ANVERS,ACON,10386,HLBU9568845,CAUCEDO EXPRESS,Direct customer - Report will be sent later on ,4,
34,ANVERS,NORTENAS,10388,HLBU 9037200,CAUCEDO EXPRESS,Good quality in general,4,
34,ANVERS,LAS BRISAS,10367,HLBU9118025,CAUCEDO EXPRESS K&N,Isolated presence of dehydration and bruising,4,
34,ANVERS,LAS BRISAS,10368,SZLU9181031,CAUCEDO EXPRESS K&N,"Occasional presence of signs of dehydration, translucency and mold formation",3,"Translucency, Mould, Dehydration/Pitting"
34,ANVERS,LAS BRISAS,10369,HLBU9534824,CAUCEDO EXPRESS K&N,Good quality in general,4,
34,ANVERS,PCC,10377,HLBU9659020,CAUCEDO EXPRESS K&N,Good quality in general,4,
34,ANVERS,PCC,10378,HLXU8768213,CAUCEDO EXPRESS K&N,Good quality in general,4,
34,DUNKERQUE,AGRO INDUSTRIAL,567413,CGMU9324359,FORT DE FRANCE,30% of fruits inspected affected by bruising and pitting we claim 3 pallets and make reserve in case of claims,2,"Dehydration/Pitting, Bruising"
34,DUNKERQUE,SEBAS,567402,TTNU8250365,FORT DE FRANCE,"35% of fruits inspected affected by pitting and overmaturity, isolated translucency we make reserve in case of claims",3,"Overmaturity, Dehydration/Pitting"
34,DUNKERQUE,AGRO INDUSTRIAL,567414,TTNU8620789,FORT DE FRANCE,"50% of inspected kolor fruits on size 6, 7 and 8 affected by severe translucency we make reserve in case of claims, classic fruits all good",2,Translucency
34,DUNKERQUE,LAS BRISAS,567405,SEKU9260229,FORT DE FRANCE,Direct customer - Report will be sent later on ,4,
34,DUNKERQUE,VISA,567410,CGMU5423409,FORT DE FRANCE,Direct customer - Report will be sent later on ,4,
34,DUNKERQUE,AGRO INDUSTRIAL,567412,CGMU8023638,FORT DE FRANCE,Direct customer - Report will be sent later on ,4,
34,DUNKERQUE,LAS BRISAS,567403,CGMU9351312,FORT DE FRANCE,Good quality in general,4,
34,DUNKERQUE,AGRO INDUSTRIAL,567415,TEMU9114972,FORT DE FRANCE,Good quality in general,4,
34,DUNKERQUE,TDV,567416,TEMU9476776,FORT DE FRANCE,Good quality in general,4,
34,DUNKERQUE,LAS BRISAS,567407,TCLU1211773,FORT DE FRANCE,Good quality overall,4,
34,DUNKERQUE,AGRO INDUSTRIAL,567411,CGMU5238859,FORT DE FRANCE,Good quality overall,4,
34,DUNKERQUE,NORTENAS,567425,TCLU1147946,FORT DE FRANCE,Good quality overall,4,
34,DUNKERQUE,NORTENAS,567426,CGMU5083314,FORT DE FRANCE,Good quality overall,4,
34,DUNKERQUE,NORTENAS,567428,CGMU5350909,FORT DE FRANCE,Good quality overall,4,
34,DUNKERQUE,TDV,567417,TEMU9547606,FORT DE FRANCE,Isolated translucency otherwise good quality overall,4,
34,DUNKERQUE,LAS BRISAS,567404,CXRU1358930,FORT DE FRANCE,"Occasional presence of pitting and isolated severe translucency, we make reserves in case of claims",3,"Translucency, Dehydration/Pitting"
34,DUNKERQUE,NORTENAS,567427,CGMU5150937,FORT DE FRANCE,Occasional presence of translucency and bruising,4,
34,DUNKERQUE,ACON,567406,CXRU1590289,FORT DE FRANCE,Occasional undercoloration otherwise good quality overall,4,
34,VLISSINGEN,LAS BRISAS,10366,FBIU5437368,ITALIA STREAM,Direct customer - Report will be sent later on ,4,
34,VLISSINGEN,LAS BRISAS,10365,SEGU9594957,ITALIA STREAM,"Occasional presence of translucency, signs of dehydration",3,"Translucency, Dehydration/Pitting"
34,ANVERS,AGRO INDUSTRIAL,10375,MEDU9678460,MSC ZLATA R,Isolated presence of decay and translucency,4,
34,ANVERS,LAS BRISAS,10370,SEGU9458009,MSC ZLATA R,Good quality in general,4,
34,ANVERS,LAS BRISAS,10371,SZLU9340663,MSC ZLATA R,Direct customer - Report will be sent later on ,4,
34,ANVERS,AGRO INDUSTRIAL,10376,MEDU9688216,MSC ZLATA R,"Occasional presence of signs of dehydration, light translucency",3,"Translucency, Dehydration/Pitting"
35,ANVERS,ACON,10417,HLBU9419121,CAPE CORFU,Direct customer - Report will be sent later on ,4,
35,ANVERS,ACON,10418,HLBU9520116,CAPE CORFU,Direct customer - Report will be sent later on ,4,
35,ANVERS,SEBAS,10408,HLBU9978834,CAPE CORFU,Isolated mold formation and underweights noted,4,
35,ANVERS,SEBAS,10412,HLBU9080193,CAPE CORFU,Occasional presence of brown leaves,4,Brown leaves
35,ANVERS,SEBAS,10409,PCIU6070509,CAPE CORFU,Isolated presence of bruising and undercoloration,4,
35,ANVERS,SEBAS,10410,SEGU9018571,CAPE CORFU,Good quality in general,4,
35,ANVERS,SEBAS,10411,HLBU6138706,CAPE CORFU,"Isolated mold formation, brown leaves and underweights noted",4,
35,ANVERS,NORTENAS,10429,HLBU9953081,CAPE CORFU,Underweights noted,4,
35,ANVERS,NORTENAS,10430,HLBU9331067,CAPE CORFU,Direct customer - Report will be sent later on ,4,
35,ANVERS,NORTENAS,10431,TTNU8072469,CAPE CORFU,Direct customer - Report will be sent later on ,4,
35,ANVERS,PCC,567538,HLBU9685986,CAPE CORFU K&N,Direct customer - Report will be sent later on ,4,
35,ANVERS,PCC,10423,HLBU6160802,CAPE CORFU K&N,Isolated mold formation and damaged crowns,4,
35,ANVERS,LAS BRISAS,10402,SZLU6007284,CAPE CORFU,Isolated mold formation and damaged crowns,4,
35,ANVERS,LAS BRISAS,10403,HLBU6200654,CAPE CORFU,"Isolated presence of mold formation, brown leaves, brown spots in base and underweights noted",3,
35,ANVERS,LAS BRISAS,10404,TEMU9842643,CAPE CORFU,Occasional presence of brown leaves and isolated translucency,4,Brown leaves
35,ANVERS,LAS BRISAS,10405,HLBU9584825,CAPE CORFU,Isolated presence of brown leaves,4,
35,ANVERS,LAS BRISAS,10406,HLBU9658403,CAPE CORFU K&N,Isolated presence of translucency and mold formation,4,
35,ANVERS,LAS BRISAS,10407,HLBU9926980,CAPE CORFU K&N,Presence of damaged boxes and isolated mold formation,4,
35,ANVERS,TDV,10419,TEMU9225087,MSC VAISHNAVI,Good quality in general,4,
35,ANVERS,TDV,10420,SZLU9310890,MSC VAISHNAVI,Good quality in general,4,
35,ANVERS,AGRO INDUSTRIAL,10415,OTPU6026791,MSC VAISHNAVI,Presence of occasional signs of dehydration and isolated decay,4,
35,ANVERS,AGRO INDUSTRIAL,10416,OTPU6592680,MSC VAISHNAVI,Good quality in general,4,
35,VLISSINGEN,LAS BRISAS,10440,SEGU9636353,CHIQUITA EXPRESS,Occasional formation of mold,3,Mould
35,DUNKERQUE,LAS BRISAS,567455,TTNU8532184,FORT ROYAL,Good quality overall,4,
35,DUNKERQUE,VISA,567457,CGMU9348406,FORT ROYAL,direct customer - Report will be sent later on ,4,
35,DUNKERQUE,VISA,567458,SZLU9841053,FORT ROYAL,direct customer - Report will be sent later on ,4,
35,DUNKERQUE,LAS BRISAS,567459,BMOU9644686,FORT ROYAL,direct customer - Report will be sent later on ,4,
35,DUNKERQUE,LAS BRISAS,567460,CGMU5281290,FORT ROYAL,Isolated presence of translucency otherwise good quality overall,4,
35,DUNKERQUE,LAS BRISAS,567461,CGMU5525442,FORT ROYAL,"We claim 1 pallet size 5 kolor due to translucency and pitting and 1 pallet colo 2 size 5 due to undercoloration, we make some reserve on kolor due to external condition",2,"Translucency, Dehydration/Pitting, Undercoloration"
35,DUNKERQUE,ACON,567462,TTNU8447626,FORT ROYAL,1 Pallet claimed due to signs of overmaturity and dehydration,3,"Overmaturity, Dehydration/Pitting"
